,0,不良-機械傷害,不良-著色不佳,不良-炭疽病,不良-乳汁吸附,不良-黑斑病
4958,38503.jpg,0,1,0,0,0
4959,20890.jpg,0,1,0,0,0
4960,47691.jpg,0,1,0,0,0
4961,32744.jpg,0,1,0,0,0
4962,02777.jpg,0,1,0,0,0
4963,13337.jpg,0,1,0,0,0
4964,12475.jpg,0,1,0,0,0
4965,49233.jpg,0,1,0,0,0
4966,16606.jpg,0,0,1,0,0
4967,18178.jpg,0,0,1,0,0
4968,19570.jpg,0,1,0,0,0
4969,15819.jpg,0,1,0,0,0
4970,48049.jpg,0,1,0,0,0
4971,43744.jpg,0,1,0,0,0
4972,04363.jpg,0,0,0,1,0
4973,32522.jpg,0,1,0,0,0
4974,15292.jpg,0,1,0,0,0
4975,21538.jpg,0,1,0,0,0
4976,16980.jpg,0,1,0,0,0
4977,14167.jpg,0,1,0,0,0
4978,23843.jpg,0,1,0,0,0
4979,00008.jpg,0,1,0,0,0
4980,15556.jpg,0,1,0,0,0
4981,18801.jpg,0,1,0,0,0
4982,15394.jpg,0,1,0,0,0
4983,16372.jpg,0,0,1,0,0
4984,36628.jpg,0,1,1,0,0
4985,16582.jpg,0,1,0,0,0
4986,07701.jpg,0,1,0,0,0
4987,34327.jpg,0,1,0,0,0
4988,41290.jpg,0,1,0,0,0
4989,17626.jpg,0,1,0,0,0
4990,02850.jpg,0,1,0,0,0
4991,49066.jpg,0,1,0,0,0
4992,43730.jpg,0,1,0,0,0
4993,06627.jpg,0,1,0,0,0
4994,28792.jpg,0,0,1,0,0
4995,09527.jpg,0,1,0,0,0
4996,35575.jpg,0,1,0,0,0
4997,48979.jpg,0,1,0,0,0
4998,21365.jpg,0,0,1,0,0
4999,02859.jpg,0,1,0,0,0
5000,28260.jpg,0,1,0,0,0
5001,42666.jpg,0,1,0,0,0
5002,27804.jpg,0,0,1,0,0
5003,25103.jpg,0,0,1,0,0
5004,00203.jpg,0,0,1,0,0
5005,07496.jpg,0,1,0,0,0
5006,17005.jpg,0,0,1,0,0
5007,34443.jpg,0,1,0,0,0
5008,47740.jpg,0,0,1,0,0
5009,06307.jpg,0,1,0,0,0
5010,00419.jpg,0,1,0,0,0
5011,20577.jpg,0,0,1,0,0
5012,36725.jpg,0,1,0,0,0
5013,30521.jpg,0,0,1,0,0
5014,09089.jpg,0,1,0,0,0
5015,41154.jpg,0,0,1,0,0
5016,23813.jpg,0,1,0,0,0
5017,36327.jpg,0,1,0,0,0
5018,19967.jpg,0,1,0,0,0
5019,18222.jpg,0,1,0,0,0
5020,28637.jpg,0,1,0,0,0
5021,00481.jpg,0,1,0,0,0
5022,29717.jpg,0,0,1,0,0
5023,20346.jpg,0,0,1,0,0
5024,06475.jpg,0,1,0,0,0
5025,34113.jpg,0,1,1,0,0
5026,48114.jpg,0,1,0,0,0
5027,16011.jpg,0,1,0,0,0
5028,27708.jpg,0,1,0,0,0
5029,07195.jpg,0,1,0,0,0
5030,38213.jpg,0,1,0,0,0
5031,42046.jpg,0,1,0,0,0
5032,33265.jpg,0,1,0,0,0
5033,40716.jpg,0,1,0,0,0
5034,25530.jpg,0,1,0,0,0
5035,34317.jpg,0,1,0,0,0
5036,48222.jpg,0,1,0,0,0
5037,34146.jpg,0,0,1,0,0
5038,46580.jpg,0,1,0,0,0
5039,01569.jpg,0,0,1,0,0
5040,07926.jpg,0,1,0,0,0
5041,40475.jpg,0,0,1,0,0
5042,27092.jpg,0,1,0,0,0
5043,44212.jpg,0,1,0,0,0
5044,30696.jpg,0,0,1,0,0
5045,15307.jpg,0,1,0,0,0
5046,49953.jpg,0,1,0,0,0
5047,13735.jpg,0,1,0,0,0
5048,14862.jpg,0,1,0,0,0
5049,31981.jpg,0,0,1,0,0
5050,31650.jpg,0,1,0,0,0
5051,17451.jpg,0,0,1,0,0
5052,05585.jpg,0,1,0,0,0
5053,40296.jpg,0,1,0,0,0
5054,35918.jpg,0,1,0,0,0
5055,19093.jpg,0,1,0,0,0
5056,03014.jpg,0,1,0,0,0
5057,30679.jpg,0,1,0,0,0
5058,43540.jpg,0,1,0,0,0
5059,11353.jpg,0,1,0,0,0
5060,15245.jpg,0,1,0,0,0
5061,33914.jpg,0,1,0,0,0
5062,38893.jpg,0,1,0,0,0
5063,09854.jpg,0,1,0,0,0
5064,13696.jpg,0,1,0,0,0
5065,15365.jpg,0,0,1,0,0
5066,47915.jpg,0,1,0,0,0
5067,04173.jpg,0,1,0,0,0
5068,34199.jpg,0,1,0,0,0
5069,28123.jpg,0,1,0,0,0
5070,14608.jpg,0,1,0,0,0
5071,42409.jpg,0,1,0,0,0
5072,32237.jpg,0,1,0,0,0
5073,37578.jpg,0,0,1,0,0
5074,10680.jpg,0,1,0,0,0
5075,23781.jpg,0,0,0,1,0
5076,30706.jpg,0,0,1,0,0
5077,30279.jpg,0,0,1,0,0
5078,43790.jpg,0,1,0,0,0
5079,15996.jpg,0,0,1,0,0
5080,04806.jpg,0,1,0,0,0
5081,33781.jpg,0,0,1,0,0
5082,18323.jpg,0,1,0,0,0
5083,42971.jpg,0,1,0,0,0
5084,24325.jpg,0,1,0,0,0
5085,34019.jpg,0,1,0,0,0
5086,02559.jpg,0,1,0,0,0
5087,47780.jpg,0,1,0,0,0
5088,24348.jpg,0,1,0,0,0
5089,49069.jpg,0,0,1,0,0
5090,14748.jpg,0,1,0,0,0
5091,26931.jpg,0,1,0,0,0
5092,24433.jpg,0,1,0,0,0
5093,39578.jpg,0,1,0,0,0
5094,27589.jpg,0,1,0,0,0
5095,14417.jpg,0,1,0,0,0
5096,11830.jpg,0,1,0,0,0
5097,02029.jpg,0,1,0,0,0
5098,12863.jpg,0,1,0,0,0
5099,28020.jpg,0,1,0,0,0
5100,34439.jpg,0,1,0,0,0
5101,40293.jpg,0,0,1,0,0
5102,31200.jpg,0,1,0,0,0
5103,44025.jpg,0,0,1,0,0
5104,12740.jpg,0,1,0,0,0
5105,24238.jpg,0,0,1,0,0
5106,14383.jpg,0,1,0,0,0
5107,25898.jpg,0,1,0,0,0
5108,07386.jpg,0,1,0,0,0
5109,20624.jpg,0,1,0,0,0
5110,14896.jpg,0,1,1,0,0
5111,10284.jpg,0,1,1,0,0
5112,18273.jpg,0,0,0,1,0
5113,32271.jpg,0,1,0,0,0
5114,11170.jpg,0,0,1,0,0
5115,30091.jpg,0,1,0,0,0
5116,47917.jpg,0,0,0,1,0
5117,14482.jpg,0,1,0,0,0
5118,05710.jpg,0,1,0,0,0
5119,41885.jpg,0,1,0,0,0
5120,32583.jpg,0,1,0,0,0
5121,19521.jpg,0,0,1,0,0
5122,05865.jpg,0,1,0,0,0
5123,39802.jpg,0,1,0,0,0
5124,21532.jpg,0,1,0,0,0
5125,45719.jpg,0,1,0,0,0
5126,44603.jpg,0,0,1,0,0
5127,31016.jpg,0,0,1,0,0
5128,48916.jpg,0,1,1,0,0
5129,28748.jpg,0,1,0,0,0
5130,17784.jpg,0,0,1,0,0
5131,42199.jpg,0,0,1,0,0
5132,40745.jpg,0,0,1,0,0
5133,48485.jpg,0,0,1,0,0
5134,12680.jpg,0,1,0,0,0
5135,06940.jpg,0,0,1,0,0
5136,10283.jpg,0,0,1,0,0
5137,01381.jpg,0,1,0,0,0
5138,46352.jpg,0,1,0,0,0
5139,45042.jpg,0,0,1,0,0
5140,37626.jpg,0,0,1,0,0
5141,21548.jpg,0,1,0,0,0
5142,16697.jpg,0,1,0,0,0
5143,01707.jpg,0,0,1,0,0
5144,01480.jpg,0,0,1,0,0
5145,44022.jpg,0,1,0,0,0
5146,36671.jpg,0,1,0,0,0
5147,23454.jpg,0,1,0,0,0
5148,45022.jpg,0,1,0,0,0
5149,44294.jpg,0,0,1,0,0
5150,07490.jpg,0,0,1,0,0
5151,45939.jpg,0,1,0,0,0
5152,34446.jpg,0,1,0,0,0
5153,14370.jpg,0,1,1,0,0
5154,43639.jpg,0,1,1,0,0
5155,47507.jpg,0,1,0,0,0
5156,45280.jpg,0,1,0,0,0
5157,20882.jpg,0,1,0,0,0
5158,18837.jpg,0,0,1,0,0
5159,13342.jpg,0,1,0,0,0
5160,39977.jpg,0,0,1,0,0
5161,10551.jpg,0,0,1,0,0
5162,09081.jpg,0,1,0,0,0
5163,31713.jpg,0,1,1,0,0
5164,40509.jpg,0,1,0,0,0
5165,29775.jpg,0,0,1,0,0
5166,21116.jpg,0,1,0,1,0
5167,17383.jpg,0,1,0,0,0
5168,20611.jpg,0,1,0,0,0
5169,02268.jpg,0,0,1,0,0
5170,18662.jpg,0,1,0,0,0
5171,43094.jpg,0,0,1,1,0
5172,25978.jpg,0,1,0,0,0
5173,49223.jpg,0,1,0,0,0
5174,36828.jpg,0,0,1,0,0
5175,15501.jpg,0,1,0,0,0
5176,17177.jpg,0,1,0,0,0
5177,04973.jpg,0,0,1,0,0
5178,05471.jpg,0,1,0,0,0
5179,38149.jpg,0,0,1,0,0
5180,06825.jpg,0,0,1,0,0
5181,26706.jpg,0,0,1,0,0
5182,48983.jpg,0,0,1,0,0
5183,06996.jpg,0,0,1,0,0
5184,23576.jpg,0,1,0,0,0
5185,08790.jpg,0,1,0,0,0
5186,39421.jpg,0,1,0,0,0
5187,24360.jpg,0,0,1,0,0
5188,21078.jpg,0,0,1,0,0
5189,16859.jpg,0,1,0,0,0
5190,34501.jpg,0,0,1,0,0
5191,41245.jpg,0,1,0,0,0
5192,35875.jpg,0,1,0,0,0
5193,12784.jpg,0,0,1,0,0
5194,37758.jpg,0,1,0,0,0
5195,46518.jpg,0,1,0,0,0
5196,32531.jpg,0,1,0,0,0
5197,08574.jpg,0,1,0,0,0
5198,22908.jpg,0,0,1,0,0
5199,18435.jpg,0,1,0,0,0
5200,08442.jpg,0,0,1,0,0
5201,38962.jpg,0,1,0,0,0
5202,25369.jpg,0,1,0,0,0
5203,07172.jpg,0,1,0,0,0
5204,29347.jpg,0,0,1,0,0
5205,43789.jpg,0,1,0,0,0
5206,04955.jpg,0,1,0,0,0
5207,06545.jpg,0,0,1,0,0
5208,38689.jpg,0,0,1,0,0
5209,34029.jpg,0,1,0,0,0
5210,13738.jpg,0,1,0,0,0
5211,39645.jpg,0,1,0,0,0
5212,43712.jpg,0,1,0,0,0
5213,14973.jpg,0,0,1,0,0
5214,38135.jpg,0,0,1,0,0
5215,33032.jpg,0,1,0,0,0
5216,38030.jpg,0,1,0,0,0
5217,19806.jpg,0,1,0,0,0
5218,07174.jpg,0,0,1,0,0
5219,09149.jpg,0,1,0,0,0
5220,35941.jpg,0,0,1,0,0
5221,31757.jpg,0,1,0,0,0
5222,24096.jpg,0,1,0,0,0
5223,39582.jpg,0,0,0,0,1
5224,32748.jpg,0,1,0,0,0
5225,01182.jpg,0,1,0,0,0
5226,41153.jpg,0,1,0,0,0
5227,26733.jpg,0,1,0,0,0
5228,25354.jpg,0,0,0,1,0
5229,27234.jpg,0,1,0,0,0
5230,11142.jpg,0,0,1,0,0
5231,23527.jpg,0,1,0,0,0
5232,38656.jpg,0,0,1,0,0
5233,44995.jpg,0,1,0,0,0
5234,31455.jpg,0,0,1,0,0
5235,32127.jpg,0,1,0,0,0
5236,21397.jpg,0,1,0,0,0
5237,23007.jpg,0,1,0,0,0
5238,44518.jpg,0,0,1,0,0
5239,27910.jpg,0,1,0,0,0
5240,07872.jpg,0,0,1,0,0
5241,45256.jpg,0,1,0,0,0
5242,43975.jpg,0,1,1,0,0
5243,34937.jpg,0,1,0,0,0
5244,29282.jpg,0,1,0,1,0
5245,09093.jpg,0,1,0,0,0
5246,21511.jpg,0,1,0,0,0
5247,43545.jpg,0,1,0,0,0
5248,42066.jpg,0,1,0,0,0
5249,26971.jpg,0,1,0,0,0
5250,22228.jpg,0,1,0,0,0
5251,17895.jpg,0,1,0,0,0
5252,04882.jpg,0,1,0,0,0
5253,08173.jpg,0,1,0,0,0
5254,48781.jpg,0,1,0,0,0
5255,44044.jpg,0,1,0,0,0
5256,33766.jpg,0,1,0,0,0
5257,09575.jpg,0,1,0,0,0
5258,28643.jpg,0,1,0,0,0
5259,22651.jpg,0,0,0,1,0
5260,15893.jpg,0,1,0,0,0
5261,24153.jpg,0,0,1,0,0
5262,05506.jpg,0,0,0,1,0
5263,43399.jpg,0,0,1,0,0
5264,44601.jpg,0,1,1,0,0
5265,20339.jpg,0,1,0,0,0
5266,02300.jpg,0,1,0,0,0
5267,38857.jpg,0,1,0,0,0
5268,21037.jpg,0,1,0,0,0
5269,38717.jpg,0,0,1,0,0
5270,39489.jpg,0,1,0,0,0
5271,13268.jpg,0,1,0,0,0
5272,28922.jpg,0,1,0,0,0
5273,41305.jpg,0,1,0,0,0
5274,12827.jpg,0,1,0,1,0
5275,03141.jpg,0,1,0,0,0
5276,00087.jpg,0,0,1,0,0
5277,24515.jpg,0,1,0,0,0
5278,16870.jpg,0,0,0,1,0
5279,32346.jpg,0,1,0,0,0
5280,32314.jpg,0,1,0,0,0
5281,04814.jpg,0,0,1,0,0
5282,44276.jpg,0,0,1,0,0
5283,20776.jpg,0,1,0,0,0
5284,38122.jpg,0,1,0,0,0
5285,34544.jpg,0,1,0,0,0
5286,02749.jpg,0,1,0,0,0
5287,37766.jpg,0,1,0,0,0
5288,04127.jpg,0,0,1,0,0
5289,36946.jpg,0,0,0,1,0
5290,07469.jpg,0,1,0,0,0
5291,47372.jpg,0,0,0,1,0
5292,00525.jpg,0,0,1,0,0
5293,15510.jpg,0,1,0,0,0
5294,39909.jpg,0,0,1,0,0
5295,30248.jpg,0,1,0,0,0
5296,45952.jpg,0,1,0,0,0
5297,24655.jpg,0,0,1,0,0
5298,07461.jpg,0,1,0,0,0
5299,02633.jpg,0,1,0,0,0
5300,07305.jpg,0,0,0,1,0
5301,30817.jpg,0,1,0,0,0
5302,20955.jpg,0,0,1,0,0
5303,17749.jpg,0,1,1,0,0
5304,14504.jpg,0,1,0,0,0
5305,47121.jpg,0,1,0,0,0
5306,12641.jpg,0,1,0,0,0
5307,12904.jpg,0,0,1,0,0
5308,08172.jpg,0,1,0,0,0
5309,31064.jpg,0,1,0,0,0
5310,01033.jpg,0,0,1,0,0
5311,44824.jpg,0,0,1,0,0
5312,38955.jpg,0,0,1,0,0
5313,31472.jpg,0,1,0,0,0
5314,13377.jpg,0,1,0,0,0
5315,14506.jpg,0,1,0,0,0
5316,01261.jpg,0,1,0,0,0
5317,35751.jpg,0,0,1,0,0
5318,49534.jpg,0,1,0,0,0
5319,10235.jpg,0,1,0,0,0
5320,17162.jpg,0,0,1,0,0
5321,11390.jpg,0,1,0,0,0
5322,22472.jpg,0,1,0,0,0
5323,35183.jpg,0,0,0,1,0
5324,06969.jpg,0,1,0,0,0
5325,45258.jpg,0,1,0,0,0
5326,20716.jpg,0,0,1,0,0
5327,13180.jpg,0,1,0,0,0
5328,23728.jpg,0,1,0,0,0
5329,42632.jpg,0,0,1,0,0
5330,35453.jpg,0,1,0,1,0
5331,45585.jpg,0,1,0,0,0
5332,24381.jpg,0,1,0,0,0
5333,12078.jpg,0,1,0,0,0
5334,10950.jpg,0,0,1,0,0
5335,16360.jpg,0,1,1,0,0
5336,21952.jpg,0,0,1,0,0
5337,03590.jpg,0,0,0,1,0
5338,48453.jpg,0,0,1,0,0
5339,35999.jpg,0,1,0,0,0
5340,19066.jpg,0,0,1,0,0
5341,16688.jpg,0,1,0,0,0
5342,07495.jpg,0,1,0,0,0
5343,04911.jpg,0,1,0,0,0
5344,07989.jpg,0,0,1,0,0
5345,17491.jpg,0,1,0,0,0
5346,03662.jpg,0,0,1,0,0
5347,14915.jpg,0,1,0,0,0
5348,30922.jpg,0,1,0,0,0
5349,15324.jpg,0,1,0,0,0
5350,30416.jpg,0,1,0,0,0
5351,35455.jpg,0,1,0,0,0
5352,16957.jpg,0,0,1,0,0
5353,47567.jpg,0,0,1,0,0
5354,46365.jpg,0,1,0,0,0
5355,43124.jpg,0,0,1,0,0
5356,02041.jpg,0,1,0,0,0
5357,47777.jpg,0,1,0,0,0
5358,14917.jpg,0,0,1,0,0
5359,24269.jpg,0,1,0,0,0
5360,07266.jpg,0,1,0,0,0
5361,46682.jpg,0,0,1,0,0
5362,37830.jpg,0,1,0,0,0
5363,21199.jpg,0,0,1,0,0
5364,48989.jpg,0,1,0,0,0
5365,33327.jpg,0,1,0,0,0
5366,44992.jpg,0,0,0,1,0
5367,39507.jpg,0,1,0,0,0
5368,08120.jpg,0,0,0,1,0
5369,22387.jpg,0,1,0,0,0
5370,30161.jpg,0,1,0,0,0
5371,46272.jpg,0,1,0,0,0
5372,32478.jpg,0,1,0,0,0
5373,36160.jpg,0,1,0,0,0
5374,05210.jpg,0,0,1,0,0
5375,20156.jpg,0,1,0,0,0
5376,43531.jpg,0,0,1,0,0
5377,13947.jpg,0,1,0,0,0
5378,16669.jpg,0,0,1,1,0
5379,02856.jpg,0,1,0,0,0
5380,04774.jpg,0,1,0,0,0
5381,23758.jpg,0,1,0,0,0
5382,22226.jpg,0,1,0,0,0
5383,28084.jpg,0,0,1,0,0
5384,24179.jpg,0,1,0,0,0
5385,16829.jpg,0,0,0,1,0
5386,06597.jpg,0,1,0,0,0
5387,16389.jpg,0,1,0,0,0
5388,09411.jpg,0,1,0,1,0
5389,05122.jpg,0,0,1,0,0
5390,12662.jpg,0,1,0,0,0
5391,05192.jpg,0,1,0,0,0
5392,10939.jpg,0,0,1,0,0
5393,24337.jpg,0,0,1,0,0
5394,40626.jpg,0,1,0,0,0
5395,36500.jpg,0,1,0,0,0
5396,42610.jpg,0,1,0,0,0
5397,48267.jpg,0,1,0,0,0
5398,17051.jpg,0,1,0,0,0
5399,37957.jpg,0,1,0,0,0
5400,17525.jpg,0,1,0,0,0
5401,41481.jpg,0,1,0,0,0
5402,27709.jpg,0,0,1,0,0
5403,07737.jpg,0,1,0,0,0
5404,49134.jpg,0,1,0,0,0
5405,28577.jpg,0,0,1,0,0
5406,41338.jpg,0,1,0,0,0
5407,05421.jpg,0,0,1,0,0
5408,08451.jpg,0,1,0,0,0
5409,13797.jpg,0,1,0,0,0
5410,37870.jpg,0,1,0,0,0
5411,24121.jpg,0,1,0,0,0
5412,15275.jpg,0,1,0,0,0
5413,33015.jpg,0,0,1,1,0
5414,10669.jpg,0,0,1,0,0
5415,23059.jpg,0,1,0,0,0
5416,27528.jpg,0,1,0,0,0
5417,25204.jpg,0,1,0,0,0
5418,08854.jpg,0,1,0,0,0
5419,45455.jpg,0,0,1,0,0
5420,33273.jpg,0,0,0,1,0
5421,21786.jpg,0,1,0,0,0
5422,10523.jpg,0,1,0,0,0
5423,43700.jpg,0,1,0,0,0
5424,04255.jpg,0,1,0,0,0
5425,45038.jpg,0,1,0,0,0
5426,41420.jpg,0,1,0,0,0
5427,25210.jpg,0,1,0,0,0
5428,47259.jpg,0,0,1,0,0
5429,36698.jpg,0,0,1,0,0
5430,19359.jpg,0,1,0,0,0
5431,11568.jpg,0,0,1,0,0
5432,01837.jpg,0,0,1,0,0
5433,42840.jpg,0,0,1,0,0
5434,12933.jpg,0,0,1,0,0
5435,01117.jpg,0,0,1,0,0
5436,29020.jpg,0,1,0,0,0
5437,32649.jpg,0,1,0,0,0
5438,04249.jpg,0,1,0,0,0
5439,21760.jpg,0,1,0,0,0
5440,21565.jpg,0,0,1,0,0
5441,10273.jpg,0,1,0,0,0
5442,28925.jpg,0,0,1,0,0
5443,10327.jpg,0,1,0,0,0
5444,30876.jpg,0,1,0,0,0
5445,49317.jpg,0,1,0,0,0
5446,22810.jpg,0,0,1,0,0
5447,24431.jpg,0,1,0,0,0
5448,35262.jpg,0,1,1,0,0
5449,09767.jpg,0,1,0,0,0
5450,43729.jpg,0,1,0,0,0
5451,16942.jpg,0,1,0,0,0
5452,15959.jpg,0,1,0,0,0
5453,41185.jpg,0,0,1,0,0
5454,16182.jpg,0,1,0,0,0
5455,48026.jpg,0,1,0,0,0
5456,09528.jpg,0,1,0,0,0
5457,44632.jpg,0,1,0,0,0
5458,17050.jpg,0,1,0,0,0
5459,27653.jpg,0,1,0,0,0
5460,49225.jpg,0,1,0,0,0
5461,41850.jpg,0,0,1,0,0
5462,29581.jpg,0,1,0,0,0
5463,34535.jpg,0,1,0,0,0
5464,02530.jpg,0,0,0,1,0
5465,09347.jpg,0,1,1,0,0
5466,24331.jpg,0,1,0,0,0
5467,12787.jpg,0,1,0,0,0
5468,19318.jpg,0,0,0,1,0
5469,46329.jpg,0,0,0,1,0
5470,40874.jpg,0,1,0,0,0
5471,48138.jpg,0,0,1,0,0
5472,40338.jpg,0,1,0,0,0
5473,00764.jpg,0,1,0,0,0
5474,41628.jpg,0,1,0,0,0
5475,16686.jpg,0,1,0,0,0
5476,46228.jpg,0,1,0,0,0
5477,10023.jpg,0,1,0,0,0
5478,10424.jpg,0,1,0,0,0
5479,35418.jpg,0,1,0,1,0
5480,45944.jpg,0,0,1,0,0
5481,14275.jpg,0,1,0,0,0
5482,28826.jpg,0,0,1,0,0
5483,12619.jpg,0,0,1,0,0
5484,41428.jpg,0,1,0,0,0
5485,44766.jpg,0,1,1,0,0
5486,32735.jpg,0,1,0,0,0
5487,30125.jpg,0,1,0,0,0
5488,04885.jpg,0,0,1,0,0
5489,38372.jpg,0,0,1,0,0
5490,46499.jpg,0,1,0,0,0
5491,04108.jpg,0,1,0,0,0
5492,48233.jpg,0,0,0,1,0
5493,06907.jpg,0,1,1,0,0
5494,05352.jpg,0,1,0,0,0
5495,44772.jpg,0,0,1,0,0
5496,28068.jpg,0,1,0,0,0
5497,15249.jpg,0,1,0,0,0
5498,44618.jpg,0,1,1,0,0
5499,31097.jpg,0,1,1,0,0
5500,28169.jpg,0,1,0,0,0
5501,32168.jpg,0,1,0,0,0
5502,25923.jpg,0,1,0,0,0
5503,30500.jpg,0,1,0,0,0
5504,21351.jpg,0,1,0,0,0
5505,00522.jpg,0,0,0,1,0
5506,08862.jpg,0,1,0,0,0
5507,43948.jpg,0,1,0,0,0
5508,17905.jpg,0,0,1,0,0
5509,39811.jpg,0,1,0,0,0
5510,38475.jpg,0,0,1,0,0
5511,04628.jpg,0,1,0,0,0
5512,29410.jpg,0,1,0,0,0
5513,36135.jpg,0,1,0,0,0
5514,14709.jpg,0,1,0,0,0
5515,30572.jpg,0,1,0,0,0
5516,05536.jpg,0,1,1,0,0
5517,36388.jpg,0,1,0,0,0
5518,39424.jpg,0,1,0,0,0
5519,41341.jpg,0,1,0,0,0
5520,49144.jpg,0,0,1,0,0
5521,28533.jpg,0,1,0,0,0
5522,25676.jpg,0,1,0,0,0
5523,14027.jpg,0,1,0,0,0
5524,11959.jpg,0,1,0,0,0
5525,21120.jpg,0,1,0,0,0
5526,37836.jpg,0,0,0,1,0
5527,14774.jpg,0,0,1,0,0
5528,32219.jpg,0,1,0,0,0
5529,46878.jpg,0,1,0,0,0
5530,21418.jpg,0,1,0,0,0
5531,41924.jpg,0,1,0,0,0
5532,35639.jpg,0,1,0,0,0
5533,28278.jpg,0,1,0,0,0
5534,35809.jpg,0,1,0,1,0
5535,18702.jpg,0,1,0,0,0
5536,35000.jpg,0,0,1,0,0
5537,23414.jpg,0,0,1,0,0
5538,23621.jpg,0,1,0,0,0
5539,44791.jpg,0,1,0,0,0
5540,37162.jpg,0,1,0,0,0
5541,24165.jpg,0,1,1,0,0
5542,12474.jpg,0,1,0,0,0
5543,43989.jpg,0,1,1,0,0
5544,03349.jpg,0,1,0,0,0
5545,24636.jpg,0,0,1,0,0
5546,47137.jpg,0,0,1,0,0
5547,43754.jpg,0,0,1,0,0
5548,37873.jpg,0,0,1,0,0
5549,19478.jpg,0,1,0,0,0
5550,20506.jpg,0,0,1,0,0
5551,08235.jpg,0,1,0,0,0
5552,09142.jpg,0,0,1,0,0
5553,22104.jpg,0,1,0,0,0
5554,25932.jpg,0,1,0,0,0
5555,16010.jpg,0,1,0,0,0
5556,32600.jpg,0,0,0,1,0
5557,08659.jpg,0,1,0,0,0
5558,34530.jpg,0,1,0,0,0
5559,13816.jpg,0,0,1,0,0
5560,42967.jpg,0,1,0,0,0
5561,44270.jpg,0,0,1,0,0
5562,07830.jpg,0,0,1,0,0
5563,09466.jpg,0,1,0,0,0
5564,33276.jpg,0,1,0,0,0
5565,02547.jpg,0,1,0,0,0
5566,43914.jpg,0,1,0,0,0
5567,18015.jpg,0,1,0,0,0
5568,22199.jpg,0,0,1,0,0
5569,09935.jpg,0,1,0,0,0
5570,27768.jpg,0,1,0,0,0
5571,13674.jpg,0,1,0,0,0
5572,01142.jpg,0,1,0,0,0
5573,46044.jpg,0,1,0,0,0
5574,30754.jpg,0,1,0,0,0
5575,33898.jpg,0,1,0,0,0
5576,25619.jpg,0,1,0,0,0
5577,02416.jpg,0,0,1,0,0
5578,47058.jpg,0,0,1,0,0
5579,18493.jpg,0,1,0,0,0
5580,28856.jpg,0,1,0,0,0
5581,05340.jpg,0,0,1,0,0
5582,01586.jpg,0,1,0,0,0
5583,11265.jpg,0,1,0,0,0
5584,46645.jpg,0,0,0,1,0
5585,01163.jpg,0,1,0,0,0
5586,47498.jpg,0,0,1,0,0
5587,39120.jpg,0,1,1,0,0
5588,28541.jpg,0,1,0,0,0
5589,29674.jpg,0,1,0,0,0
5590,35173.jpg,0,0,0,1,0
5591,42337.jpg,0,1,0,0,0
5592,33605.jpg,0,1,0,0,0
5593,38827.jpg,0,1,0,0,0
5594,26098.jpg,0,1,0,0,0
5595,02679.jpg,0,1,0,0,0
5596,18217.jpg,0,1,0,0,0
5597,10886.jpg,0,1,0,0,0
5598,13298.jpg,0,1,0,0,0
5599,24949.jpg,0,1,0,0,0
5600,01258.jpg,0,0,1,0,1
5601,09536.jpg,0,0,1,1,0
5602,37270.jpg,0,1,0,0,0
5603,13186.jpg,0,1,0,0,0
5604,16935.jpg,0,0,0,1,0
5605,36416.jpg,0,0,1,0,0
5606,19282.jpg,0,1,0,0,0
5607,04078.jpg,0,0,1,0,0
5608,11849.jpg,0,0,0,1,0
5609,08500.jpg,0,1,1,0,0
5610,18977.jpg,0,1,0,0,0
5611,08251.jpg,0,1,0,0,0
5612,22659.jpg,0,0,1,0,0
5613,16072.jpg,0,1,0,0,0
5614,37486.jpg,0,0,1,0,0
5615,12992.jpg,0,1,0,0,0
5616,28673.jpg,0,0,1,0,0
5617,46184.jpg,0,1,1,0,0
5618,11210.jpg,0,1,0,0,0
5619,15858.jpg,0,1,0,0,0
5620,37419.jpg,0,0,1,0,0
5621,37804.jpg,0,0,1,0,0
5622,32205.jpg,0,1,0,0,0
5623,32677.jpg,0,0,1,0,0
5624,32995.jpg,0,1,0,0,0
5625,45520.jpg,0,1,0,0,0
5626,08195.jpg,0,1,0,0,0
5627,14434.jpg,0,1,0,0,0
5628,09281.jpg,0,1,0,0,0
5629,35242.jpg,0,0,1,0,0
5630,34506.jpg,0,1,0,0,0
5631,12216.jpg,0,1,0,0,0
5632,49296.jpg,0,1,0,0,0
5633,42044.jpg,0,1,0,0,0
5634,11937.jpg,0,1,0,0,0
5635,41028.jpg,0,1,0,0,0
5636,19780.jpg,0,0,1,0,0
5637,32255.jpg,0,1,0,0,0
5638,29883.jpg,0,0,1,0,0
5639,03765.jpg,0,0,1,0,0
5640,41334.jpg,0,1,0,0,0
5641,17622.jpg,0,1,0,0,0
5642,32005.jpg,0,1,0,0,0
5643,19998.jpg,0,0,1,0,0
5644,42133.jpg,0,1,0,0,0
5645,03178.jpg,0,1,0,0,0
5646,00577.jpg,0,0,1,0,0
5647,05884.jpg,0,1,0,0,0
5648,15348.jpg,0,1,0,0,0
5649,12937.jpg,0,0,1,0,0
5650,12364.jpg,0,1,0,0,0
5651,17474.jpg,0,1,0,0,0
5652,15133.jpg,0,1,0,0,0
5653,12901.jpg,0,0,1,0,0
5654,21709.jpg,0,1,0,0,0
